Package_Type,Package_ID,Product_ID,Package_Name,Active_Subscriptions,Package_Form,Subscription_Model,Product_Fee_Code,Provincial_Fee_Code,Commodity_Code,Product_Code,Rights_Type,Original_Price,Sales_Price,Configuration_Method,Is_Settlement,Is_Atomic_Service_Settlement,Associated_Provincial_Contract,Platform,Fee_Level,Province,Payment_Method,Order_Direction,Is_Random,Partner_Platform,Benefits_Detail,Sub_Package_List,Parent_Package_List,Update_Time,Status,Operation
Consultation,PKG1192619,PROD_392075,Basic_Plus_Package_335,,Official,Monthly_Recurring,FEE128576734178451567,PFEE_890075,-,CODE648897983036114463,Multi_Screen,185.0,151.0,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,Yes,"Partner_C,Partner_D",1. Health assessment | 2. Medicine discount | 3. Health records access | 4. Video consultation service | 5. Phone consultation service | 6. AI health assistant | 7. Appointment booking | 8. Text consultation service,"9001873,9001874,9001875,9001876,9001877",-,2025-10-04 14:06:33,Active,
Consultation,PKG2921859,PROD_585100,Basic_Standard_Package_953,,Official,Single_Purchase,FEE949201011844879507,PFEE_508930,-,CODE920698416871498851,Multi_Screen,5.53,5.96,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,Yes,"Partner_A,Partner_B",1. AI health assistant | 2. Phone consultation service | 3. Health records access | 4. Text consultation service | 5. Video consultation service | 6. Health assessment,9001912,-,2025-11-09 10:37:09,Active,
Consultation,PKG5476583,PROD_361941,Family_Bronze_Package_173,,City,Single_Purchase,FEE_448321,PFEE_994905,-,CODE_614663,Multi_Screen,4.35,5.52,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_E,Partner_B,Partner_C",1. Phone consultation service | 2. Text consultation service | 3. Appointment booking | 4. Health assessment | 5. Medicine discount,9001915,-,2025-10-26 10:37:09,Active,
Consultation,PKG6707197,PROD_179046,Premium_Plus_Package_143,,City,Single_Purchase,FEE_920391,PFEE_976325,-,CODE_569945,Multi_Screen,5.04,5.41,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_A,Partner_D,Partner_C",1. AI health assistant | 2. Text consultation service | 3. Phone consultation service | 4. Video consultation service,9001917,-,2025-10-22 10:37:09,Active,
Consultation,PKG2871534,PROD_564656,Premium_Gold_Package_570,,Official,Single_Purchase,FEE574672960553743145,PFEE_539375,-,CODE119880131413517843,Multi_Screen,9.77,8.4,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,Yes,Partner_D,1. Text consultation service | 2. Health records access | 3. Health assessment | 4. AI health assistant | 5. Phone consultation service,"9001923,9001921,9001922,9001920,9001919",-,2025-11-29 10:45:32,Active,
Consultation,PKG5924115,PROD_947272,Health_Bronze_Package_689,,City,Single_Purchase,FEE_941204,PFEE_664365,-,CODE_197573,Multi_Screen,9.11,8.67,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_A,Partner_D",1. Health records access | 2. Appointment booking | 3. Text consultation service,"9001925,9001926,9001927,9001928,9001929",-,2025-12-05 10:44:21,Active,
Consultation,PKG8294150,PROD_997546,Premium_Standard_Package_514,,City,Single_Purchase,FEE_802448,PFEE_883826,-,CODE_408528,Multi_Screen,12.0,9.2,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_D,Partner_B,Partner_C",1. Health assessment | 2. Phone consultation service | 3. Medicine discount | 4. AI health assistant | 5. Health records access | 6. Text consultation service | 7. Appointment booking,"9001931,9001932,9001933,9001934,9001935",-,2025-11-23 10:43:52,Active,
Consultation,PKG3653446,PROD_677057,Family_Plus_Package_527,,City,Monthly_Recurring,FEE_870763,PFEE_870319,-,CODE_332360,Multi_Screen,175.0,146.0,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_B,Partner_C",1. Appointment booking | 2. Health records access | 3. Video consultation service,"9001880,9001881,9001882,9001883,9001879",-,2025-11-01 14:07:20,Active,
Consultation,PKG8612220,PROD_202664,Care_Gold_Package_514,,City,Monthly_Recurring,FEE_950132,PFEE_672661,-,CODE_524045,Multi_Screen,203.0,167.0,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_B,Partner_D,Partner_E",1. Text consultation service | 2. Health assessment | 3. AI health assistant | 4. Phone consultation service,"9001886,9001887,9001888,9001889,9001890",-,2025-10-16 14:06:34,Active,
Consultation,PKG1054447,PROD_153045,Health_Bronze_Package_275,,Official,Monthly_Recurring,FEE407606039841727330,PFEE_938722,-,CODE380511755956319885,Multi_Screen,428.0,296.0,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,Yes,Partner_D,1. Medicine discount | 2. Health assessment | 3. Phone consultation service,"9001892,9001893,9001894,9001895,9001896",-,2025-11-01 14:12:01,Active,
Consultation,PKG5418934,PROD_783823,Senior_Standard_Package_571,,City,Monthly_Recurring,FEE_266931,PFEE_732556,-,CODE_421080,Multi_Screen,356.0,340.0,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_D,Partner_E,Partner_C",1. Medicine discount | 2. Text consultation service | 3. Appointment booking | 4. AI health assistant | 5. Video consultation service | 6. Phone consultation service,"9001898,9001899,9001900,9001901,9001902",-,2025-11-03 14:12:01,Active,
Consultation,PKG9398441,PROD_666847,Senior_Plus_Package_470,,City,Monthly_Recurring,FEE_925622,PFEE_331251,-,CODE_796212,Multi_Screen,347.0,350.0,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,No,"Partner_D,Partner_A,Partner_B",1. Health records access | 2. AI health assistant | 3. Phone consultation service | 4. Video consultation service | 5. Medicine discount | 6. Appointment booking | 7. Text consultation service | 8. Health assessment,"9001904,9001905,9001906,9001907,9001908",-,2025-11-14 14:12:02,Active,
Consultation,PKG3997281,PROD_976638,Health_Platinum_Package_964,,Official,Monthly_Recurring,FEE224625771959875492,PFEE_611945,-,CODE525451615934272442,Multi_Screen,56.0,54.0,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,Yes,"Partner_E,Partner_A,Partner_D",1. Medicine discount | 2. Health records access | 3. Video consultation service | 4. Text consultation service | 5. AI health assistant | 6. Health assessment,9001937,-,2025-11-20 10:49:06,Active,
Consultation,PKG9517485,PROD_115474,Health_Silver_Package_546,,City,Monthly_Recurring,FEE_501124,PFEE_330080,-,CODE_596249,Multi_Screen,51.0,58.0,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,No,Partner_C,1. Health assessment | 2. Phone consultation service | 3. AI health assistant | 4. Appointment booking,9001940,-,2025-11-29 10:49:06,Active,
Consultation,PKG2785277,PROD_197793,Basic_Platinum_Package_636,,City,Monthly_Recurring,FEE_140605,PFEE_386193,-,CODE_680358,Multi_Screen,52.0,64.0,Full_Package,Yes,Yes,,Platform_A,二级计费点,Province_A,Phone_Bill_Business_Hall,Forward_Order,No,Partner_E,1. Health records access | 2. Health assessment | 3. AI health assistant | 4. Medicine discount | 5. Appointment booking | 6. Text consultation service,9001942,-,2025-10-28 10:49:06,Active,
Consultation,PKG6007072,PROD_890170,Health_Platinum_Package_991,,Official,Monthly_Recurring,FEE642668649090827383,PFEE_557007,-,CODE496325290704011253,Multi_Screen,9.65,8.72,Full_Package,No,No,,Platform_A,二级计费点,Province_A,Provincial_Reverse_Order,Reverse_Order,Yes,Partner_E,1. Health assessment | 2. Appointment booking | 3. Phone consultation service | 4. Medicine discount | 5. Video consultation service | 6. Text consultation service | 7. Health records access | 8. AI health assistant,"9002037,9002038,9002039,9002040,9002041",-,2025-10-23 20:37:27,Active,
Consultation,PKG9517169,PROD_989921,Care_Plus_Package_447,,City,Monthly_Recurring,FEE_333238,PFEE_609232,-,CODE_546173,Multi_Screen,9.98,8.7,Full_Package,No,No,,Platform_A,二级计费点,Province_A,Provincial_Reverse_Order,Reverse_Order,No,"Partner_D,Partner_C,Partner_B",1. Phone consultation service | 2. Video consultation service | 3. Medicine discount,"9002043,9002044,9002045,9002046,9002047",-,2025-10-27 20:23:58,Active,
Consultation,PKG4337174,PROD_347861,Wellness_Bronze_Package_897,,City,Monthly_Recurring,FEE_309267,PFEE_130434,-,CODE_882169,Multi_Screen,11.0,10.0,Full_Package,No,No,,Platform_A,二级计费点,Province_A,Provincial_Reverse_Order,Reverse_Order,No,Partner_A,1. Health assessment | 2. Medicine discount | 3. Appointment booking | 4. Phone consultation service | 5. Health records access | 6. AI health assistant | 7. Text consultation service,"9002049,9002050,9002051,9002052,9002053",-,2025-12-03 20:23:58,Active,
Consultation,PKG3564217,PROD_274389,Wellness_Gold_Package_622,,Official,Monthly_Recurring,FEE503128716166065876,PFEE_507746,-,CODE481376403710820941,Multi_Screen,9.6,9.53,Full_Package,No,No,,Platform_A,二级计费点,Province_A,Provincial_Reverse_Order,Reverse_Order,Yes,Partner_C,1. Health assessment | 2. Health records access | 3. Medicine discount,"9002055,9002056,9002057,9002058,9002059",-,2025-10-17 20:36:33,Active,
Consultation,PKG7273233,PROD_526156,Family_Gold_Package_643,,City,Monthly_Recurring,FEE_420015,PFEE_452457,-,CODE_468900,Multi_Screen,11.0,11.0,Full_Package,No,No,,Platform_A,二级计费点,Province_A,Provincial_Reverse_Order,Reverse_Order,No,Partner_E,1. Phone consultation service | 2. Medicine discount | 3. Health assessment | 4. Video consultation service | 5. Health records access | 6. Appointment booking,"9002061,9002062,9002063,9002064,9002065",-,2025-11-19 20:23:58,Active,
Consultation,PKG3710343,PROD_609231,Basic_Silver_Package_894,,City,Monthly_Recurring,FEE_960394,PFEE_801364,-,CODE_836996,Multi_Screen,8.15,9.99,Full_Package,No,No,,Platform_A,二级计费点,Province_A,Provincial_Reverse_Order,Reverse_Order,No,"Partner_E,Partner_B,Partner_D",1. Appointment booking | 2. Health assessment | 3. Medicine discount | 4. Video consultation service | 5. AI health assistant | 6. Text consultation service | 7. Phone consultation service,"9002067,9002068,9002069,9002070,9002071",-,2025-11-10 20:23:58,Active,
